HOUSEID,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,URBAN,HHVEHCNT,HH_CBSA
30269566,8,1,1,0,1,2,41740
30269581,7,97,1,0,1,1,12060
30269590,6,1,1,0,1,1,41740
30269608,10,1,2,0,1,2,40900
30269609,7,1,2,0,4,2,41700
30269634,8,2,2,0,1,2,19100
30269724,5,2,1,0,1,1,19100
30269734,5,1,1,0,2,1,28140
30269772,11,1,2,0,1,3,35620
30269790,6,2,4,2,1,2,37980
30269817,5,2,2,0,1,0,35620
30269822,5,1,2,0,1,1,35620
30269876,7,1,2,0,2,3,35620
30269881,2,1,3,0,2,1,19100
30269925,8,1,2,0,4,3,37980
30269931,4,1,2,0,1,4,41700
30270045,6,2,1,0,2,2,27260
30270101,4,1,1,0,1,1,33340
30270108,10,1,2,0,1,3,41700
30270116,2,2,3,0,1,1,16980
30270137,7,1,2,0,1,4,12060
30270163,4,1,1,0,1,2,35620
30270182,8,1,1,0,1,1,19100
30270195,11,1,2,0,1,3,19100
30270203,8,1,1,0,1,1,31080
30270239,8,1,1,0,1,1,41700
30270252,6,2,2,0,1,2,42660
30270271,7,1,1,0,1,1,18140
30270285,11,2,1,0,1,0,47900
30270290,5,1,4,0,1,2,33340
30270291,5,1,1,0,1,2,19100
30270300,7,1,2,0,1,2,15380
30270302,9,1,4,0,1,3,29820
30270321,6,1,2,0,1,2,19100
30270371,7,1,1,0,1,1,26420
30270451,1,1,1,0,1,1,19100
30270452,3,2,2,0,1,2,12420
30270515,7,1,2,0,1,3,39580
30270538,4,2,2,0,1,2,40900
30270615,1,2,1,0,1,1,12420
30270636,7,1,2,0,4,3,26420
30270650,5,1,1,0,1,1,41740
30270709,11,1,2,0,1,3,47260
30270739,9,1,1,0,1,7,24340
30270804,6,1,2,0,1,2,41740
30270811,11,1,4,0,1,2,31080
30270837,7,1,2,0,1,2,40900
30270855,6,1,2,0,1,2,12060
30270856,6,1,2,0,1,2,18140
30270866,8,1,2,0,1,2,33340
30270875,6,1,1,0,1,0,47900
30270877,7,2,1,0,1,1,35620
30270904,6,1,2,0,1,4,26900
30270905,6,1,1,0,1,2,19100
30270928,8,1,2,0,1,2,37980
30271007,5,2,2,0,1,2,17460
30271094,1,1,1,0,1,1,41860
30271104,6,1,1,0,1,1,12060
30271108,7,1,4,0,1,2,26420
30271120,8,2,1,0,1,1,19100
30271139,7,1,2,0,1,2,41940
30271144,8,1,2,0,1,3,31080
30271168,9,1,2,0,1,2,41940
30271177,7,2,1,0,1,1,41740
30271262,3,2,1,0,1,2,35620
30271319,2,1,1,0,1,1,41700
30271336,5,1,1,0,1,1,38060
30271358,5,1,1,0,1,1,35620
30271385,6,1,1,0,1,1,12420
30271387,1,2,1,0,1,0,19100
30271390,3,2,3,0,4,1,12060
30271409,6,1,2,0,4,2,38300
30271438,6,1,2,0,2,3,26420
30271476,1,2,1,0,1,1,12060
30271484,1,2,4,0,1,1,26420
30271511,11,1,3,0,1,4,41740
30271538,6,1,3,0,1,4,26420
30271570,5,2,2,1,1,1,19100
30271657,1,1,1,0,1,1,35620
30271676,7,1,1,0,1,2,19100
30271678,6,1,3,0,1,3,19100
30271679,5,1,2,0,1,3,38300
30271765,3,2,4,0,1,1,33340
30271827,10,1,1,0,1,2,12060
30271835,7,2,2,0,1,1,26900
30271887,6,2,1,0,1,0,41860
30271890,2,2,1,0,1,1,35620
30271937,11,2,1,0,1,1,35620
30271951,10,1,2,0,4,3,40900
30271978,5,1,2,0,1,2,37980
30271996,6,1,2,0,1,2,39580
30272021,6,2,2,0,4,3,40900
30272099,9,1,3,0,1,3,12060
30272105,5,1,1,0,1,1,33340
30272192,9,1,3,0,1,3,31080
30272223,5,2,2,0,1,0,35620
30272244,5,1,1,0,1,0,16980
30272266,1,1,1,0,1,1,40380
30272271,6,1,2,0,1,2,41700
30272378,6,1,2,0,1,3,26420
30272379,8,1,3,0,1,3,39580
30272380,7,1,2,0,1,2,12420
30272392,8,1,2,0,1,3,31080
30272420,8,1,3,0,1,2,35620
30272442,7,1,2,0,1,2,35620
30272446,6,1,2,0,1,2,35620
30272469,5,2,2,0,1,1,38060
30272521,3,2,1,0,1,1,12420
30272522,1,1,2,0,1,3,33340
30272544,6,1,1,0,4,1,16980
30272579,5,2,3,0,1,0,35620
30272584,4,97,3,0,1,2,41180
30272603,6,2,2,0,1,2,19100
30272612,6,1,1,0,1,1,41860
30272626,6,1,1,0,1,4,38300
30272647,8,1,3,0,1,3,40380
30272653,6,1,1,0,1,1,35620
30272669,2,1,1,0,2,0,40900
30272681,10,1,2,0,1,2,19100
30272689,4,2,1,0,1,0,31140
30272727,2,2,4,1,1,2,37980
30272738,6,2,1,0,1,1,41740
30272745,5,1,1,0,1,1,33340
30272758,6,1,2,0,1,1,35620
30272788,8,1,3,0,1,5,47900
30272829,3,2,1,0,4,1,35620
30272840,10,1,2,0,1,3,26420
30272859,6,2,2,0,1,2,33340
30272918,7,2,1,0,1,1,19100
30272934,5,1,2,0,1,2,19100
30272994,7,97,3,1,1,0,35620
30272996,8,1,1,0,1,1,31080
30273034,4,1,1,0,1,2,12580
30273065,5,1,2,0,1,2,19100
30273095,6,1,3,1,1,3,19100
30273096,7,1,1,0,1,1,41740
30273119,6,1,1,0,1,1,16740
30273193,6,1,2,0,1,2,12060
30273209,6,1,1,0,1,1,19100
30273281,10,1,2,0,2,3,33340
30273317,4,1,1,0,4,1,15380
30273335,4,2,2,0,1,2,33340
30273347,11,1,2,0,4,5,26420
30273375,7,1,2,0,1,3,16980
30273395,11,1,2,0,1,2,40900
30273401,7,1,2,0,1,2,19100
30273431,3,2,1,0,1,1,26420
30273432,8,1,2,0,1,1,19100
30273508,3,1,1,0,2,2,16740
30273534,6,1,2,0,1,2,33340
30273583,6,2,2,0,1,2,16980
30273610,8,1,2,0,1,2,19100
30273665,9,1,4,0,1,4,41740
30273670,3,2,1,0,1,0,14460
30273766,9,1,2,0,1,3,35620
30273771,6,1,2,0,1,2,41700
30273775,4,1,1,0,1,1,16980
30273779,6,2,2,0,1,1,31080
30273809,10,2,2,0,1,2,40900
30273910,3,2,1,0,1,1,15380
30273940,6,2,2,0,1,3,33340
30273945,8,1,2,0,1,2,40900
30273949,4,2,1,0,1,1,12420
30273956,8,1,2,0,1,2,40900
30273974,8,1,2,0,1,2,12060
30274012,4,2,1,0,1,0,35620
30274048,6,2,4,0,1,4,41700
30274187,7,1,2,0,1,3,19100
30274213,1,2,3,0,1,0,41860
30274237,8,1,2,0,1,4,40900
30274270,7,1,1,0,1,1,12420
30274298,9,1,1,0,4,6,33460
30274312,8,1,2,0,2,1,15380
30274408,7,1,2,0,1,2,12060
30274423,6,1,2,0,4,2,12420
30274427,8,2,1,0,1,0,41860
30274433,10,1,2,0,1,2,41740
30274437,10,1,2,0,2,2,15380
30274449,7,1,1,0,1,1,19740
30274453,10,1,2,0,1,4,16740
30274456,7,1,3,0,1,4,31080
30274478,7,1,2,0,1,2,15380
30274492,7,2,1,0,1,1,17460
30274597,6,1,2,0,1,3,41700
30274598,4,2,1,0,1,1,40900
30274604,9,1,2,0,1,2,31080
30274609,1,2,1,0,1,0,31080
30274621,1,2,1,0,1,1,28140
30274630,8,1,1,0,1,1,40900
30274643,7,2,1,0,1,1,35620
30274644,8,1,2,0,1,3,15380
30274658,9,1,2,0,2,2,19100
30274678,2,1,1,0,1,1,35620
30274692,11,1,4,1,1,3,12060
30274709,4,1,1,0,1,1,36740
30274727,8,1,2,0,1,2,12420
30274731,9,1,3,0,1,2,40900
30274745,10,1,2,0,1,6,19100
30274761,1,2,1,0,1,0,35620
30274768,1,2,1,0,1,0,19100
30274795,3,97,1,0,1,1,19100
30274889,6,1,4,2,4,2,19100
30274899,4,1,2,0,1,2,16980
30274910,5,1,2,0,4,2,33460
30274933,7,1,1,0,1,1,40140
30274939,11,1,2,0,1,2,38060
30274964,9,1,2,0,1,2,33340
30274978,4,1,2,0,2,1,26420
30275012,11,1,2,0,1,2,31080
30275020,11,1,2,0,1,4,19100
30275050,5,1,2,0,1,2,19100
30275052,7,1,1,0,1,1,35620
30275063,5,1,1,0,4,3,26420
30275071,10,1,3,0,1,3,35620
30275101,6,1,2,0,1,1,42660
30275114,2,1,1,0,1,1,33340
30275138,8,1,2,0,1,2,19100
30275159,1,2,2,0,1,0,26420
30275162,3,1,2,0,4,1,40380
30275243,4,1,2,0,2,3,19100
30275264,10,1,4,2,1,2,12420
30275265,5,2,1,0,1,1,26420
30275291,8,1,2,0,4,3,33460
30275293,6,1,2,0,1,2,41740
30275332,11,1,3,0,1,3,28140
30275348,11,1,2,0,1,3,19100
30275368,9,1,2,0,1,2,35620
30275388,4,2,1,0,1,0,35620
30275415,11,1,3,1,1,2,19820
30275445,8,1,1,0,1,1,19100
30275509,6,1,4,0,1,2,47900
30275521,5,1,1,0,1,1,27260
30275558,5,1,1,0,1,3,35620
30275574,10,2,2,0,1,0,41860
30275592,8,1,2,0,1,2,19100
30275618,5,1,2,0,1,1,33340
30275629,4,1,1,0,1,1,35620
30275648,11,1,2,0,1,2,31080
30275706,5,1,1,0,1,7,40900
30275744,6,2,3,0,1,1,26420
30275745,6,1,2,0,1,2,33340
30275750,2,1,1,0,1,0,41700
30275804,6,1,1,0,1,3,41700
30275806,6,2,3,1,1,1,16980
30275828,3,1,1,0,1,1,35620
30275838,6,1,4,0,1,2,16740
30275879,8,2,2,0,1,1,41700
30275892,5,2,2,0,1,2,12420
30275909,7,1,2,0,1,4,41860
30275916,7,1,1,0,1,1,40900
30275935,5,1,1,0,1,1,19100
30275948,10,1,3,1,1,2,26420
30275976,2,2,4,0,1,2,19100
30276049,6,2,1,0,4,1,19100
30276064,5,2,1,0,1,1,31080
30276109,2,1,1,0,1,1,33340
30276113,10,1,2,0,1,1,41740
30276145,7,1,2,0,1,2,12420
30276153,10,1,2,0,1,2,41700
30276171,3,1,1,0,1,0,40900
30276186,10,1,2,0,1,2,16740
30276208,11,1,2,0,1,2,40900
30276264,8,1,2,0,1,2,26420
30276322,10,2,4,0,1,4,40900
30276334,4,1,1,0,4,1,19100
30276378,7,1,3,0,2,2,15380
30276403,5,1,2,0,1,1,33340
30276405,8,1,2,0,1,3,40900
30276425,9,1,4,2,1,2,35620
30276429,5,1,1,0,1,1,41940
30276456,7,1,1,0,1,1,15380
30276490,3,2,1,0,1,2,19100
30276500,11,1,2,0,1,3,26420
30276505,6,1,1,0,1,2,19100
30276556,10,1,2,0,4,1,26420
30276563,2,1,1,0,1,1,31080
30276586,2,1,1,0,2,1,26420
30276607,8,1,1,0,1,2,40900
30276645,1,2,1,0,1,1,12060
30276674,5,1,1,0,2,1,35620
30276734,5,2,1,0,1,2,41940
30276739,11,1,2,0,1,2,40900
30276743,10,1,2,0,1,3,41700
30276774,7,1,1,0,1,1,47900
30276798,4,1,1,0,2,1,19100
30276869,9,1,3,0,1,3,41740
30276894,11,2,4,2,1,1,41860
30276926,6,1,1,0,1,2,12060
30276927,3,1,2,0,1,2,12060
30276937,10,2,2,0,1,1,47900
30276941,5,1,1,0,4,1,40900
30276957,6,1,1,0,1,1,19100
30276966,8,1,1,0,1,1,31080
30277005,5,1,1,0,1,1,40900
30277073,7,2,1,0,1,1,26420
30277086,8,1,1,0,4,1,35620
30277096,8,1,2,0,4,4,35620
30277112,5,1,2,0,4,1,33460
30277164,6,1,2,0,1,2,19100
30277166,6,1,2,0,4,3,28140
30277172,7,97,2,0,1,1,38060
30277208,6,2,1,0,1,0,35620
30277212,4,1,1,0,1,1,31080
30277226,6,1,2,0,1,2,39300
30277236,7,1,2,0,1,2,26420
30277242,8,1,3,0,1,3,31080
30277253,10,1,2,0,1,2,27260
30277282,5,1,2,0,1,2,41740
30277327,10,1,2,0,1,3,40380
30277328,11,1,2,0,1,2,19100
30277407,10,1,3,0,1,3,19820
30277424,5,1,1,0,1,1,19100
30277445,11,1,2,0,1,3,41940
30277449,9,1,2,0,1,2,33340
30277457,3,2,1,0,1,1,33340
30277483,9,1,2,0,1,1,40900
30277546,6,1,3,0,4,3,35620
30277551,5,2,2,0,1,2,19100
30277560,11,2,2,0,1,1,47900
30277578,6,1,1,0,1,1,33340
30277587,5,2,1,0,1,1,40900
30277589,1,2,1,0,1,0,40380
30277656,6,1,4,0,1,5,41940
30277696,4,1,1,0,1,1,17460
30277748,7,1,2,0,1,2,35620
30277749,2,1,2,0,4,2,12420
30277791,5,2,1,0,1,1,31080
30277815,7,2,2,0,1,2,41740
30277817,11,1,4,0,1,5,41700
30277824,8,1,2,0,1,2,19100
30277854,1,1,1,0,1,1,19100
30277900,7,2,1,0,1,1,26420
30277914,5,2,2,0,1,1,40140
30277938,5,1,1,0,1,1,47260
30277968,2,1,2,0,4,4,47900
30277971,3,1,1,0,1,1,15380
30277975,2,2,1,0,1,1,31080
30277977,7,1,4,2,4,2,26420
30278020,11,1,1,0,1,1,12420
30278045,3,2,1,0,1,0,35620
30278058,1,2,1,0,1,1,19100
30278149,2,1,1,0,1,1,15380
30278224,7,2,2,0,1,4,19100
30278233,2,1,1,0,4,1,39580
30278237,4,1,2,0,1,2,41860
30278258,11,1,2,0,1,5,19100
30278335,5,1,2,0,1,2,25540
30278337,9,1,2,0,1,2,41860
30278344,5,1,2,0,4,1,12060
30278345,2,1,1,0,1,0,41860
30278382,9,1,2,0,1,2,41860
30278396,4,1,2,0,1,1,16980
30278401,6,2,3,0,1,3,12420
30278430,8,1,3,0,4,3,19100
30278432,8,1,3,0,1,3,33100
30278471,7,1,2,0,4,2,40380
30278481,3,1,1,0,1,2,19100
30278509,6,1,1,0,1,2,15380
30278516,9,1,3,1,1,2,40900
30278569,3,2,1,0,1,1,31080
30278590,2,2,1,0,1,1,26420
30278632,9,1,4,0,1,4,41700
30278639,2,2,1,0,1,1,17140
30278648,3,1,1,0,1,1,40900
30278661,7,1,3,0,4,5,35620
30278679,6,1,1,0,1,1,12420
30278681,7,1,2,0,1,2,39580
30278688,6,1,2,0,1,2,40900
30278695,10,1,4,0,1,5,40900
30278705,3,2,1,0,1,0,33460
30278711,6,2,2,0,1,3,19100
30278760,3,1,2,0,1,1,41860
30278789,2,2,1,0,1,0,35620
30278795,7,2,2,0,1,2,18140
30278797,3,1,1,0,1,1,35620
30278831,11,1,2,0,1,3,41740
30278843,2,2,1,0,1,1,35380
30278845,6,1,1,0,1,1,33340
30278854,11,1,2,0,4,3,35620
30278861,6,2,2,0,1,1,40900
30278871,8,1,2,0,1,2,12420
30278884,6,1,3,0,1,2,41700
30278885,7,1,1,0,1,1,12060
30278902,6,2,3,0,1,3,33340
30278909,11,1,2,0,1,2,42660
30278910,2,2,1,0,1,1,26900
30278934,7,2,3,0,1,2,35620
30278939,4,1,1,0,1,1,40140
30278974,10,2,2,0,1,2,41940
30278982,6,1,2,0,1,3,12060
30279026,5,1,2,0,1,2,33340
30279037,8,1,3,0,1,3,19100
30279062,5,1,2,0,1,2,40900
30279068,11,1,2,0,1,7,41740
30279070,7,1,2,0,1,2,26420
30279085,10,1,1,0,1,2,19100
30279110,5,2,1,0,1,1,41700
30279158,5,2,1,0,1,1,12420
30279193,7,1,4,1,4,3,19100
30279205,8,1,2,0,1,2,12420
30279233,5,1,1,0,1,1,19100
30279262,7,2,1,0,1,1,31080
30279265,8,1,3,0,1,1,19100
30279274,2,1,3,0,1,0,39580
30279284,2,2,1,0,1,1,31140
30279305,8,2,2,0,1,1,47900
30279320,10,2,2,0,1,2,41740
30279357,10,1,2,0,1,2,41620
30279362,6,1,1,0,1,2,40900
30279396,2,1,1,0,1,1,19100
30279401,8,1,1,0,4,2,41700
30279409,6,1,2,0,1,2,35620
30279411,8,2,1,0,1,1,26420
30279420,8,2,1,0,1,1,26420
30279421,4,1,2,0,1,0,35620
30279423,4,1,1,0,4,1,19100
30279428,5,1,2,0,2,1,38060
30279479,6,1,4,1,1,2,40900
30279490,5,1,1,0,1,1,35620
30279513,5,2,1,0,1,1,19100
30279515,6,1,3,0,1,2,33340
30279522,8,1,2,0,1,2,33340
30279577,6,2,2,0,1,2,19100
30279599,5,1,1,0,1,1,19100
30279604,7,1,2,0,1,4,31080
30279633,7,2,2,0,1,3,19100
30279651,9,2,3,0,1,2,40900
30279652,9,1,1,0,4,1,35620
30279672,11,1,2,0,1,1,14460
30279676,10,1,3,0,1,3,35620
30279677,6,1,1,0,1,2,40900
30279722,10,1,2,0,4,4,35620
30279735,3,1,3,0,1,4,41740
30279763,6,1,3,0,1,1,40900
30279779,1,1,1,0,1,1,19100
30279792,5,2,2,0,1,1,33340
30279849,7,1,2,0,1,3,19820
30279861,4,1,2,0,1,2,15380
30279862,11,1,2,0,4,2,47260
30279876,8,1,2,0,1,3,39580
30279900,6,2,2,0,1,0,35620
30279983,7,1,2,0,1,1,35620
30279988,3,1,2,0,4,2,41700
30279989,10,1,2,0,2,2,33460
30280004,4,2,2,0,1,2,26420
30280058,10,1,5,3,1,2,19100
30280090,6,1,2,0,1,2,19100
30280101,7,1,2,0,1,2,12060
30280103,7,1,2,0,1,2,35620
30280155,5,1,1,0,1,1,26420
30280197,9,1,3,1,1,2,42660
30280225,6,1,2,0,1,2,19100
30280264,7,1,2,0,1,2,33100
30280265,8,1,2,0,4,3,47260
30280284,10,2,2,0,1,2,41860
30280287,6,1,2,1,1,1,19100
30280295,6,2,1,0,1,2,12060
30280363,4,1,2,0,1,1,19740
30280365,7,1,1,0,1,1,19740
30280411,8,1,1,0,4,1,16740
30280415,7,1,1,0,1,1,31080
30280429,4,1,1,0,1,1,31080
30280431,9,1,2,0,2,2,19100
30280457,6,1,2,0,1,2,40900
30280494,5,2,1,0,1,1,25540
30280517,6,1,2,0,1,1,19100
30280530,6,1,2,0,1,2,40900
30280535,2,1,1,0,1,1,40900
30280546,8,1,2,0,1,2,12060
30280548,7,1,3,0,1,2,33460
30280571,6,1,1,0,1,1,19100
30280672,6,1,2,0,1,2,40140
30280700,6,1,1,0,4,1,47900
30280709,8,1,2,0,1,2,33340
30280718,5,1,2,0,4,2,38900
30280756,9,1,2,0,1,2,19100
30280791,8,1,2,0,1,3,18140
30280844,1,2,2,0,1,1,40140
30280851,11,1,3,0,1,4,40900
30280863,4,1,1,0,1,1,38060
30280871,9,1,2,0,1,3,38900
30280879,4,1,1,0,1,1,33340
30280910,11,1,2,0,1,2,35620
30280954,5,2,2,0,1,2,19100
30280984,6,1,1,0,4,1,12060
30281001,6,1,2,0,1,2,26420
30281014,11,1,2,0,1,2,32820
30281025,3,1,1,0,1,1,41740
30281028,6,1,1,0,1,1,40900
30281029,5,2,1,0,1,1,12420
30281079,11,1,1,0,1,2,41740
30281085,5,1,2,0,1,2,12060
30281104,10,1,2,0,1,2,15380
30281140,4,1,1,0,1,1,35620
30281141,3,2,3,0,1,2,41740
30281148,11,1,2,0,4,4,12420
30281150,8,1,3,0,1,2,19100
30281198,5,1,2,0,1,2,12060
30281246,6,2,1,0,1,1,19100
30281334,5,1,1,0,1,1,19100
30281367,5,1,1,0,1,1,40900
30281384,7,1,2,0,1,2,31080
30281424,6,2,4,2,1,2,33340
30281428,4,1,2,0,1,3,39300
30281444,3,2,1,0,1,1,45300
30281468,6,2,1,0,1,1,19100
30281475,5,2,2,0,1,1,19100
30281532,8,1,5,2,1,4,19100
30281533,4,2,2,0,1,1,33340
30281536,11,1,2,0,1,2,12060
30281541,3,1,1,0,1,1,16740
30281556,4,1,2,0,1,2,19100
30281571,6,1,1,0,1,1,35620
30281600,5,2,1,0,4,1,15380
30281608,1,2,1,0,1,0,33340
30281621,7,1,2,0,1,3,38060
30281691,10,1,3,0,4,4,40900
30281706,8,1,2,0,1,4,41940
30281742,5,1,2,1,1,1,41740
30281747,7,1,2,0,1,2,12060
30281791,6,2,2,0,1,1,12420
30281800,7,1,1,0,1,1,12420
30281818,10,1,1,0,1,1,41180
30281832,6,1,2,0,1,2,12420
30281855,3,1,5,0,1,4,40140
30281865,9,1,2,0,4,3,33340
30281898,10,1,2,0,1,2,40900
30282074,11,1,3,1,1,2,35620
30282083,8,2,1,0,1,1,41740
30282093,8,2,2,0,1,2,41740
30282094,5,1,1,0,1,1,12580
30282115,6,1,2,0,4,4,40380
30282122,8,1,2,0,1,2,19100
30282156,9,1,2,0,1,2,16980
30282200,6,1,1,0,1,1,40900
30282255,10,1,2,0,1,2,40900
30282258,2,2,1,0,1,1,12060
30282273,11,1,4,2,1,2,12420
30282274,9,1,2,0,4,3,19100
30282286,10,1,3,0,1,3,35620
30282287,9,1,3,1,1,2,26420
30282291,6,2,3,1,1,2,33340
30282404,3,1,2,0,1,2,26420
30282412,3,1,2,0,1,1,12060
30282461,4,2,2,0,1,2,18140
30282472,1,2,1,0,1,0,41700
30282497,7,1,2,0,1,2,35620
30282507,9,1,2,0,4,3,33340
30282525,7,1,1,0,1,2,12060
30282527,9,1,4,0,1,3,40900
30282531,10,2,2,0,1,2,26420
30282553,6,1,2,0,1,3,19100
30282564,5,1,1,0,1,2,35620
30282613,9,2,2,0,1,2,35380
30282684,4,1,2,0,2,1,19100
30282686,2,1,2,0,1,2,45300
30282700,3,2,2,0,1,2,40900
30282774,4,2,2,0,1,2,35620
30282806,1,2,1,0,1,1,19100
30282843,10,1,2,0,1,4,47900
30282878,6,1,2,0,1,2,26420
30282888,4,1,1,0,1,1,40900
30282897,1,2,1,0,1,0,38060
30282899,5,1,2,0,4,4,41740
30282904,4,2,2,0,1,0,33340
30282926,5,2,1,0,1,0,41700
30282952,7,1,1,0,1,1,35620
30282973,11,1,1,0,1,2,31080
30282974,11,1,2,0,1,4,41860
30282978,11,1,4,0,1,3,41860
30282981,11,1,2,0,1,2,40900
30282983,10,1,2,0,1,7,41940
30282986,1,2,2,0,1,0,41740
30283002,6,2,2,0,1,2,39300
30283010,3,2,1,0,1,0,31140
30283019,8,1,4,0,1,4,41740
30283036,6,2,1,0,1,1,35620
30283039,4,1,2,0,1,3,16980
30283060,3,1,1,0,1,1,16740
30283061,4,1,1,0,1,1,35620
30283086,6,1,1,0,1,1,18140
30283092,3,2,1,0,1,0,19100
30283159,6,2,3,0,1,1,41700
30283208,5,1,2,0,4,2,28140
30283217,5,1,2,0,1,1,35620
30283234,8,1,2,0,1,2,41860
30283272,10,1,1,0,1,1,12060
30283294,4,1,1,0,1,1,40380
30283331,8,1,1,0,1,1,35620
30283347,10,2,2,0,1,2,41940
30283361,6,1,1,0,1,1,40900
30283371,6,1,1,0,1,1,35620
30283408,6,1,1,0,1,1,19100
30283453,7,1,2,0,1,3,39580
30283487,10,2,2,0,1,2,26420
30283520,3,1,1,0,1,1,16740
30283551,9,2,3,0,1,3,41940
30283560,5,1,1,0,1,1,33340
30283665,4,1,1,0,2,1,33460
30283725,8,2,2,0,1,2,41740
30283729,10,1,2,0,4,2,34980
30283769,10,1,2,0,1,2,19100
30283804,5,1,2,0,1,2,41700
30283873,7,1,3,0,1,2,26420
30283944,5,2,1,0,1,0,35620
30284004,6,1,2,0,1,2,33340
30284007,11,1,4,2,1,2,12060
30284034,6,1,1,0,1,1,19100
30284042,4,2,1,0,1,1,35620
30284064,8,1,2,0,1,2,40900
30284148,6,1,3,1,2,2,19100
30284153,8,2,1,0,1,0,41740
30284156,7,1,3,0,1,3,19100
30284164,7,1,1,0,1,1,35620
30284169,5,2,3,0,1,3,31080
30284172,1,1,1,0,1,0,41860
30284194,8,1,2,0,4,2,19100
30284202,6,1,2,0,1,2,35620
30284374,1,2,1,0,1,0,40380
30284413,7,1,1,0,1,1,47260
30284450,7,2,2,0,4,3,12580
30284458,8,1,3,1,1,3,12060
30284468,5,1,1,0,4,1,41740
30284483,5,2,1,0,1,1,37980
30284510,7,2,1,0,1,0,41740
30284511,2,2,2,0,1,1,40380
30284519,6,1,3,1,4,2,19100
30284534,3,1,3,1,4,3,40380
30284625,3,1,1,0,1,0,40380
30284635,11,1,3,0,1,3,41740
30284638,2,2,2,0,1,1,15380
30284648,11,1,4,0,1,4,35620
30284687,5,1,1,0,1,1,15380
30284688,10,1,3,0,1,4,35620
30284710,10,1,5,1,1,2,41860
30284761,7,1,2,0,1,2,35380
30284767,10,1,1,0,1,1,16740
30284769,10,1,2,0,1,2,40380
30284789,8,1,2,0,1,2,40900
30284824,9,1,2,0,1,3,33340
30284842,9,1,2,0,1,3,19100
30284858,4,2,2,0,1,1,41740
30284859,7,2,1,0,1,0,37980
30284870,11,1,2,0,1,2,41860
30284938,6,2,4,0,1,4,35620
30285021,7,1,1,0,1,2,38900
30285033,4,1,1,0,1,1,19100
30285049,1,1,6,0,1,3,31080
30285060,5,1,1,0,1,1,41860
30285068,3,1,1,0,1,1,35380
30285101,2,2,1,0,1,0,26420
30285113,8,1,3,0,1,3,12060
30285137,6,1,2,0,1,2,19100
30285154,3,1,1,0,1,1,12060
30285188,2,2,1,0,1,0,17460
30285193,10,1,2,0,1,2,19100
30285202,11,2,1,0,1,1,31080
30285209,9,2,4,2,1,2,26420
30285228,7,1,2,0,1,2,40140
30285249,5,1,1,0,4,1,12420
30285251,6,1,2,1,1,2,41740
30285286,2,2,1,0,1,1,19100
30285294,2,1,2,0,1,0,26420
30285406,11,2,2,0,1,2,41860
30285417,6,2,1,0,1,1,40900
30285434,2,2,1,0,1,0,41740
30285463,4,2,2,0,4,1,40140
30285487,5,2,1,0,1,1,33340
30285489,6,1,1,0,1,1,28140
30285501,11,1,2,0,1,2,33340
30285511,7,2,2,0,1,3,19100
30285588,2,2,4,0,1,2,31080
30285606,11,2,1,0,1,1,16980
30285621,10,1,2,0,1,2,41860
30285632,9,2,2,0,1,0,41860
30285662,7,1,2,0,1,4,41700
30285663,3,2,1,0,1,1,41860
30285671,2,97,1,0,1,2,33340
30285675,10,1,2,0,1,2,33460
30285735,3,2,1,0,1,0,26420
30285744,3,1,2,0,1,1,35620
30285795,5,1,2,0,1,2,26420
30285796,5,1,1,0,1,1,12060
30285819,8,2,3,0,1,3,35620
30285934,9,1,2,0,1,5,12580
30285944,10,1,2,0,1,2,12060
30285981,1,2,1,0,1,0,41860
30285992,8,1,2,0,1,2,41740
30286020,8,1,1,0,1,2,26420
30286052,7,1,1,0,1,1,19100
30286076,6,2,2,0,1,1,41740
30286123,8,1,1,0,1,0,41740
30286136,11,1,3,0,1,2,31080
30286143,6,1,1,0,2,1,40380
30286146,4,2,1,0,1,2,19100
30286155,11,1,3,1,1,2,26420
30286156,4,1,1,0,1,2,19100
30286163,6,1,2,0,1,2,19100
30286183,3,2,1,0,1,1,41940
30286227,8,2,1,0,1,0,35620
30286229,5,1,1,0,2,1,19100
30286268,6,1,2,0,1,2,12060
30286271,6,1,2,0,1,2,19100
30286280,8,1,2,0,1,2,12060
30286308,6,1,2,0,1,2,26420
30286315,10,1,2,0,1,2,19100
30286376,11,1,2,0,1,2,19100
30286416,8,1,2,0,1,2,41740
30286446,8,1,2,0,1,2,19100
30286452,3,1,2,0,1,2,16980
30286473,7,1,4,0,1,3,39580
30286490,3,2,1,0,1,1,26420
30286527,8,1,2,0,1,2,26420
30286552,5,1,1,0,4,1,40140
30286571,4,1,3,0,1,2,31080
30286577,4,1,1,0,1,1,41740
30286582,7,1,2,0,1,2,26420
30286591,2,2,1,0,1,0,16740
30286616,4,1,1,0,4,2,19100
30286652,1,1,1,0,1,1,15380
30286663,2,2,1,0,1,0,35620
30286750,5,1,2,0,1,1,41740
30286752,8,1,1,0,1,3,19100
30286754,10,1,4,2,4,2,19100
30286781,9,1,3,0,1,3,19100
30286797,4,2,1,0,1,0,47900
30286835,7,1,2,0,1,4,31080
30286841,7,1,1,0,1,1,12580
30286891,9,1,3,1,4,4,16740
30286902,4,1,2,0,2,2,12420
30286926,5,1,1,0,1,1,12420
30286949,6,1,2,0,1,1,19100
30286955,7,1,1,0,1,1,40900
