HOUSEID,PERSONID,GASPRICE,TRAVDAY,TDAYDATE,TRPTRANS,TRPMILES,TRVLCMIN
30027102,2,210.8,2,201611,2,9.216,30
30027178,2,242.5,7,201606,2,6.896,35
30027215,1,207.6,3,201609,1,0.32899999999999996,4
30027215,1,207.6,3,201609,2,53.199,121
30027237,1,205.4,5,201608,2,4.834,20
30027237,2,205.4,5,201608,2,27.795,60
30027243,1,236.1,1,201609,2,36.649,59
30027243,2,236.1,1,201609,2,33.08,77
30027253,2,274.3,6,201610,2,9.51,10
30027253,3,274.3,6,201610,2,23.962,45
30027253,4,274.3,6,201610,2,37.051,88
30027308,1,263.7,6,201608,2,6.814,50
30027311,1,230.2,2,201605,2,17.521,73
30027311,2,230.2,2,201605,2,49.734,107
30027311,3,230.2,2,201605,2,16.244,80
30027336,1,211.3,4,201609,2,5.427,30
30027336,2,211.3,4,201609,2,25.327,65
30027377,1,208.5,4,201609,1,2.185,55
30027377,1,208.5,4,201609,2,13.674,55
30027377,2,208.5,4,201609,1,2.22,60
30027377,2,208.5,4,201609,2,1.672,10
30027377,2,208.5,4,201609,4,19.817999999999998,135
30027420,1,207.6,2,201608,2,56.247,77
30027420,2,207.6,2,201608,2,56.247,77
30027438,1,237.1,3,201610,2,2.0,10
30027438,2,237.1,3,201610,2,2.0,10
30027470,1,228.3,5,201608,2,15.879,69
30027470,2,228.3,5,201608,2,2.29,10
30027522,1,220.4,4,201608,2,71.414,80
30027544,1,271.7,4,201609,2,27.04,110
30027544,2,271.7,4,201609,2,42.621,110
30027618,1,217.4,3,201611,2,14.039000000000001,44
30027636,1,236.8,6,201609,1,1.916,60
30027636,2,236.8,6,201609,1,1.448,40
30027679,1,211.8,3,201608,1,0.014,1
30027679,1,211.8,3,201608,2,6.971,30
30027679,1,211.8,3,201608,3,2.2619999999999996,11
30027712,1,239.5,4,201610,1,13.539,250
30027712,1,239.5,4,201610,2,28.142999999999997,135
30027712,1,239.5,4,201610,6,11.914,55
30027712,2,239.5,4,201610,1,0.318,10
30027712,2,239.5,4,201610,6,7.282,60
30027718,1,218.0,3,201607,2,132.053,134
30027718,1,218.0,3,201607,8,859.559,195
30027718,2,218.0,3,201607,2,27.46,59
30027721,1,279.7,2,201607,2,47.893,128
30027721,2,279.7,2,201607,2,2.151,16
30027802,1,239.9,1,201605,2,33.965999999999994,49
30027802,2,239.9,1,201605,2,33.965999999999994,49
30027810,1,229.7,3,201607,2,12.329999999999998,40
30027864,1,231.0,7,201608,1,0.815,32
30027864,1,231.0,7,201608,3,2.78,25
30027876,1,271.7,1,201609,2,73.95400000000001,125
30027876,2,271.7,1,201609,2,73.953,125
30027893,1,227.2,2,201607,2,7.981999999999999,55
30027893,2,227.2,2,201607,2,3.6470000000000002,40
30027896,1,229.7,5,201607,2,8.286000000000001,30
30027896,2,229.7,5,201607,2,32.141,115
30027906,1,243.6,6,201607,2,25.595,75
30027921,1,274.3,7,201610,3,4.814,40
30027921,2,274.3,7,201610,2,86.815,165
30027921,3,274.3,7,201610,2,86.815,105
30027977,1,278.7,3,201607,1,0.286,8
30027977,1,278.7,3,201607,2,7.304,56
30027977,1,278.7,3,201607,3,1.335,23
30028006,1,215.2,2,201607,2,7.09,40
30028059,1,247.8,4,201606,2,28.628,95
30028100,1,278.7,1,201607,2,9.006,50
30028118,1,231.3,3,201608,1,0.03,1
30028118,1,231.3,3,201608,2,8.187,28
30028122,1,211.3,3,201609,1,0.333,15
30028130,2,269.9,7,201609,2,47.232,120
30028149,1,234.7,1,201609,2,6.789,30
30028188,1,207.6,3,201608,2,71.314,117
30028188,2,207.6,3,201608,2,12.326,23
30028230,1,242.5,1,201606,1,0.314,2
30028230,1,242.5,1,201606,2,15.015999999999998,54
30028230,2,242.5,1,201606,2,17.347,76
30028239,1,265.6,4,201608,4,15.626,325
30028321,1,236.5,3,201605,1,2.35,40
30028321,1,236.5,3,201605,2,81.442,165
30028329,1,267.7,1,201608,2,32.760000000000005,115
30028329,2,267.7,1,201608,2,32.760000000000005,115
30028339,1,211.3,5,201609,2,53.859,82
30028339,2,211.3,5,201609,2,53.858,82
30028383,1,212.0,6,201610,2,13.116,55
30028510,1,271.7,5,201609,1,0.434,4
30028510,1,271.7,5,201609,6,16.805,77
30028520,1,236.6,5,201606,2,48.732,110
30028580,1,219.8,3,201605,2,93.158,255
30028580,2,219.8,3,201605,2,13.971,30
30028585,1,224.4,3,201609,1,0.316,20
30028585,1,224.4,3,201609,2,17.704,76
30028585,2,224.4,3,201609,1,0.316,20
30028585,2,224.4,3,201609,2,4.365,10
30028585,2,224.4,3,201609,4,16.911,60
30028585,2,224.4,3,201609,6,22.359,85
30028686,1,232.7,2,201610,2,7.1049999999999995,35
30028716,2,215.2,7,201610,2,7.85,25
30028719,1,263.7,4,201608,2,5.973000000000001,41
30028719,2,263.7,4,201608,2,3.603,24
30028750,1,273.4,7,201607,1,3.0,60
30028750,1,273.4,7,201607,2,31.978,65
30028769,1,232.7,3,201611,2,13.879000000000001,60
30028770,1,239.9,3,201605,1,2.0300000000000002,43
30028771,1,266.0,1,201609,2,90.18199999999999,100
30028772,1,212.0,4,201610,2,73.09,105
30028772,2,212.0,4,201610,2,73.09,105
30028796,1,274.4,2,201610,2,52.779,143
30028816,1,218.1,2,201604,2,43.539,80
30028816,2,218.1,2,201604,2,4.994,26
30028861,1,205.4,6,201608,2,35.185,95
30028861,2,205.4,6,201608,2,31.834,110
30028897,1,274.0,6,201610,1,0.5,30
30028897,1,274.0,6,201610,2,44.981,95
30028897,2,274.0,6,201610,2,24.885,70
30028900,1,273.4,2,201607,2,13.309,55
30028920,2,208.8,7,201607,1,1.812,45
30028920,2,208.8,7,201607,2,2.048,7
30028978,1,218.0,1,201607,2,12.452,30
30028978,2,218.0,1,201607,2,12.452,30
30028978,2,218.0,1,201607,3,2.9450000000000003,20
30028988,1,236.8,3,201609,2,8.896,59
30028988,2,236.8,3,201609,1,1.6509999999999998,10
30028988,2,236.8,3,201609,2,4.176,15
30028988,2,236.8,3,201609,6,11.981000000000002,50
30028990,1,266.0,4,201609,1,0.123,10
30028990,1,266.0,4,201609,2,6.199,60
30028990,1,266.0,4,201609,10,0.123,30
30029003,1,211.8,3,201608,2,29.099,65
30029010,1,217.5,2,201608,1,3.473,40
30029010,1,217.5,2,201608,2,6.07,30
30029013,1,247.9,1,201606,2,17.308999999999997,60
30029042,1,219.5,4,201604,2,44.42,103
30029060,1,266.3,1,201605,2,5.724,35
30029072,1,205.2,4,201608,4,34.55,75
30029072,1,205.2,4,201608,8,650.721,95
30029097,1,276.3,1,201611,2,116.761,225
30029108,1,205.2,4,201608,2,30.491,60
30029108,2,205.2,4,201608,2,25.052,45
30029150,1,207.6,1,201610,1,1.0,30
30029150,1,207.6,1,201610,2,9.828,15
30029241,1,208.8,1,201607,2,2.602,5
30029241,2,208.8,1,201607,2,2.602,4
30029245,1,234.2,6,201609,2,259.159,295
30029245,2,234.2,6,201609,2,71.505,135
30029245,3,234.2,6,201609,2,76.609,90
30029249,1,278.7,6,201607,2,24.303,90
30029249,2,278.7,6,201607,2,24.303,90
30029307,1,228.4,6,201609,2,74.184,128
30029307,2,228.4,6,201609,2,35.417,85
30029331,1,247.8,3,201605,2,73.38900000000001,135
30029331,2,247.8,3,201605,2,41.657,110
30029352,1,205.4,5,201608,2,25.75,80
30029353,1,215.2,2,201610,1,0.016,1
30029353,1,215.2,2,201610,2,40.716,102
30029367,2,216.5,6,201607,2,240.54500000000002,240
30029380,1,207.6,4,201609,2,34.135999999999996,45
30029407,1,216.4,7,201612,2,15.212,32
30029407,2,216.4,7,201612,2,15.212,32
30029425,1,234.0,1,201610,2,73.82000000000001,132
30029425,2,234.0,1,201610,2,69.024,115
30029457,1,207.6,2,201609,2,2.526,10
30029546,1,247.6,4,201606,2,3.5,10
30029546,2,247.6,4,201606,2,3.499,10
30029653,3,266.0,1,201609,2,32.493,60
30029658,1,219.8,4,201606,2,84.487,100
30029658,2,219.8,4,201606,2,75.32400000000001,165
30029668,1,216.5,3,201610,2,45.765,108
30029668,2,216.5,3,201610,2,68.067,143
30029668,3,216.5,3,201610,2,25.039,98
30029694,1,230.2,3,201605,2,61.099000000000004,120
30029694,2,230.2,3,201605,2,63.867000000000004,120
30029700,1,274.0,6,201610,2,53.364000000000004,90
30029700,2,274.0,6,201610,2,53.364000000000004,90
30029709,1,205.4,4,201608,2,51.286,112
30029709,2,205.4,4,201608,2,51.358000000000004,63
30029720,1,282.6,1,201607,2,35.958,85
30029720,2,282.6,1,201607,1,3.711,100
30029720,2,282.6,1,201607,2,19.137,30
30029750,1,274.0,2,201610,2,22.713,85
30029823,1,266.3,3,201604,1,1.06,34
30029823,1,266.3,3,201604,4,4.465,61
30029823,1,266.3,3,201604,7,3.273,25
30029853,1,245.5,5,201606,2,24.892,67
30029853,2,245.5,5,201606,2,75.726,122
30029853,3,245.5,5,201606,2,173.661,221
30029867,1,276.3,5,201611,2,33.536,98
30029867,2,276.3,5,201611,2,11.705,48
30029912,1,282.6,6,201607,2,3.758,25
30029933,1,205.4,5,201608,2,44.822,110
30029972,1,237.2,5,201610,2,6.273,43
30029983,1,270.2,7,201605,2,83.839,148
30029983,2,270.2,7,201605,2,94.869,201
30029988,1,216.5,1,201607,2,189.304,300
30029988,2,216.5,1,201607,2,189.304,300
30029995,1,211.3,1,201609,2,34.424,81
30029995,2,211.3,1,201609,2,34.425,81
30030004,1,216.4,5,201608,1,0.282,10
30030015,1,211.8,3,201608,2,6.999,19
30030024,1,215.2,3,201607,2,50.588,147
30030024,2,215.2,3,201607,2,50.588,147
30030045,1,209.4,2,201605,1,1.586,62
30030045,1,209.4,2,201605,2,11.632,28
30030045,2,209.4,2,201605,2,15.712,18
30030119,1,269.9,2,201609,1,0.536,20
30030119,2,269.9,2,201609,1,0.366,10
30030119,2,269.9,2,201609,2,33.388,115
30030157,1,220.8,4,201608,1,5.987,127
30030180,1,232.8,4,201609,2,36.36,82
30030180,1,232.8,4,201609,3,6.042999999999999,37
30030193,1,212.0,4,201610,2,46.763999999999996,80
30030198,1,208.5,6,201609,2,8.642000000000001,48
30030198,2,208.5,6,201609,2,22.451,71
30030198,3,208.5,6,201609,2,8.217,53
30030249,1,274.4,5,201610,7,157.303,280
30030249,1,274.4,5,201610,8,1187.308,270
30030249,2,274.4,5,201610,7,157.303,285
30030249,2,274.4,5,201610,8,1187.308,270
30030293,1,220.4,4,201608,2,115.40400000000001,200
30030293,2,220.4,4,201608,2,18.355,50
30030380,1,236.4,6,201607,2,15.625,45
30030380,2,236.4,6,201607,2,3.332,15
30030388,1,270.1,6,201605,2,19.523,55
30030411,1,201.9,5,201604,2,8.183,30
30030411,2,201.9,5,201604,2,9.214,22
30030422,1,207.6,1,201610,1,0.39,20
30030430,1,205.4,5,201608,2,44.635,103
30030490,1,266.3,1,201605,2,163.049,250
30030513,1,228.3,4,201608,2,49.822,90
30030513,2,228.3,4,201608,2,53.975,95
30030538,1,263.5,6,201608,2,14.405999999999999,51
30030538,2,263.5,6,201608,2,22.524,75
30030538,3,263.5,6,201608,2,14.405999999999999,51
30030554,1,274.3,5,201610,1,0.058,4
30030564,1,235.7,6,201609,2,24.817,150
30030564,2,235.7,6,201609,2,22.735,120
30030579,1,243.6,4,201607,2,2.042,10
30030579,2,243.6,4,201607,2,2.042,10
30030598,2,225.0,5,201606,1,1.0,25
30030598,2,225.0,5,201606,2,18.183999999999997,35
30030598,3,225.0,5,201606,2,24.735999999999997,90
30030598,4,225.0,5,201606,2,11.766,30
30030607,1,274.0,4,201610,2,5.918,40
30030610,1,239.5,5,201610,2,8.100000000000001,35
30030610,2,239.5,5,201610,2,5.085,30
30030624,1,209.9,3,201605,2,42.235,85
30030624,2,209.9,3,201605,2,42.235,70
30030653,1,220.4,4,201606,2,14.586,55
30030653,2,220.4,4,201606,2,9.237,35
30030777,1,208.8,3,201607,2,18.842,63
30030777,2,208.8,3,201607,1,1.018,20
30030777,2,208.8,3,201607,3,28.3,61
30030779,1,240.5,2,201607,2,30.133,69
30030779,2,240.5,2,201607,2,26.186,50
30030799,1,227.2,2,201607,2,6.8,36
30030799,2,227.2,2,201607,2,9.968,57
30030816,1,218.0,6,201607,2,48.074,160
30030816,2,218.0,6,201607,2,45.81,80
30030822,1,245.8,2,201611,2,28.052,85
30030822,2,245.8,2,201611,2,54.791000000000004,120
30030832,1,226.6,7,201610,2,43.117000000000004,60
30030832,2,226.6,7,201610,2,43.117000000000004,60
30030923,1,263.7,2,201608,4,65.616,145
30030923,2,263.7,2,201608,2,4.429,30
30030923,4,263.7,2,201608,2,19.853,25
30030946,1,274.0,2,201610,6,34.811,120
30030946,2,274.0,2,201610,6,26.227,120
30030956,1,207.9,5,201609,2,27.982,99
30030956,2,207.9,5,201609,2,25.266,80
30030971,1,240.8,5,201605,2,16.272,95
30031111,1,218.1,2,201702,1,0.34,15
30031111,1,218.1,2,201702,2,5.77,30
30031111,1,218.1,2,201702,4,5.555,30
30031120,1,234.2,3,201609,2,95.434,125
30031120,2,234.2,3,201609,2,13.633,65
30031120,3,234.2,3,201609,2,17.259,60
30031147,1,247.8,1,201606,2,74.417,135
30031151,1,266.0,6,201609,2,242.767,210
30031151,2,266.0,6,201609,2,242.767,210
30031152,1,266.0,3,201609,2,29.729,103
30031152,2,266.0,3,201609,2,59.307,115
30031153,1,276.3,3,201611,2,5.648,30
30031153,2,276.3,3,201611,2,13.876999999999999,47
30031216,1,205.2,4,201608,1,3.0,45
30031216,2,205.2,4,201608,2,29.418,75
30031279,1,235.7,7,201609,1,0.208,3
30031279,1,235.7,7,201609,2,28.518,84
30031344,1,266.0,6,201609,2,6.684,40
30031349,1,224.3,4,201607,2,4.211,30
30031400,1,226.9,6,201609,2,19.003,62
30031445,1,278.5,7,201606,2,5.418,55
30031445,2,278.5,7,201606,2,5.418,49
30031457,1,215.3,3,201610,2,95.75200000000001,160
30031457,2,215.3,3,201610,2,55.97,115
30031473,1,208.7,2,201611,2,9.9,61
30031473,2,208.7,2,201611,2,2.701,18
30031482,1,271.6,7,201610,2,39.727,65
30031482,2,271.6,7,201610,2,39.726,65
30031494,1,208.8,2,201607,2,7.593,20
30031494,2,208.8,2,201607,2,9.824,40
30031516,2,237.2,1,201610,2,12.707999999999998,38
30031557,1,282.6,4,201607,2,26.256999999999998,80
30031585,1,234.2,7,201609,2,22.997,57
30031585,2,234.2,7,201609,2,22.997,54
30031588,1,271.2,5,201611,2,233.489,266
30031588,2,271.2,5,201611,1,1.786,41
30031588,2,271.2,5,201611,2,28.167,114
30031633,1,218.4,2,201608,4,54.394999999999996,200
30031672,1,244.7,3,201605,2,26.881,60
30031672,2,244.7,3,201605,2,34.218,80
30031672,3,244.7,3,201605,2,60.319,120
30031702,1,228.4,4,201608,1,1.273,55
30031702,1,228.4,4,201608,2,25.796,62
30031702,2,228.4,4,201608,2,29.348,76
30031721,1,259.6,1,201608,1,0.676,210
30031721,1,259.6,1,201608,2,95.521,95
30031721,1,259.6,1,201608,3,1.036,20
30031721,2,259.6,1,201608,2,13.837,29
30031721,3,259.6,1,201608,2,96.831,120
30031721,4,259.6,1,201608,1,0.676,210
30031721,4,259.6,1,201608,2,95.521,125
30031722,1,209.4,2,201605,1,0.053,10
30031722,1,209.4,2,201605,2,34.739,105
30031723,1,265.6,4,201608,2,68.211,150
30031723,2,265.6,4,201608,2,60.089999999999996,135
30031758,1,278.6,5,201606,2,42.406,100
30031772,1,207.6,1,201608,2,151.452,150
30031786,1,241.0,5,201611,2,51.628,162
30031786,2,241.0,5,201611,2,15.725,55
30031789,1,208.8,5,201607,2,43.483,125
30031809,1,263.5,3,201608,4,29.913,150
30031809,1,263.5,3,201608,6,25.041,105
30031809,2,263.5,3,201608,1,0.954,25
30031809,2,263.5,3,201608,2,13.190000000000001,51
30031819,1,207.6,6,201608,1,3.332,126
30031819,1,207.6,6,201608,2,29.0,135
30031819,2,207.6,6,201608,1,0.17,11
30031832,1,223.6,5,201609,2,268.211,395
30031832,2,223.6,5,201609,2,6.313,30
30031857,1,208.8,3,201607,1,0.89,20
30031857,1,208.8,3,201607,2,9.006,30
30031866,1,236.4,7,201607,2,15.354,60
30031866,2,236.4,7,201607,2,22.091,85
30031870,1,225.3,5,201609,2,8.004000000000001,36
30031892,1,219.8,1,201610,2,140.091,182
30031938,1,278.5,4,201606,2,21.174,65
30031947,1,266.3,6,201604,2,28.806,120
30031947,2,266.3,6,201604,2,451.675,488
30031977,1,233.8,4,201607,2,17.422,80
30032014,1,274.3,7,201701,2,64.457,139
30032014,2,274.3,7,201701,2,11.158999999999999,45
30032052,1,211.3,4,201609,2,20.269,80
30032052,2,211.3,4,201609,2,9.254999999999999,25
30032052,2,211.3,4,201609,6,37.732,135
30032063,1,220.4,2,201608,1,3.0260000000000002,98
30032063,1,220.4,2,201608,2,1.137,6
30032063,2,220.4,2,201608,2,6.28,29
30032075,1,270.1,2,201605,1,2.713,16
30032075,1,270.1,2,201605,2,2.932,9
30032075,1,270.1,2,201605,4,51.691,200
30032125,1,215.3,6,201611,2,19.591,95
30032125,2,215.3,6,201611,2,8.498,30
30032209,1,242.5,3,201605,1,5.0,60
30032209,1,242.5,3,201605,2,32.656,85
30032313,1,273.4,6,201607,2,1.731,22
30032321,1,273.8,5,201606,2,19.704,73
30032346,1,236.4,1,201607,2,23.776,85
30032375,1,241.3,2,201605,2,54.898,120
30032394,1,235.3,2,201610,2,5.2509999999999994,30
30032396,1,270.2,6,201605,1,0.203,1
30032396,1,270.2,6,201605,2,3.039,16
30032396,1,270.2,6,201605,7,10.262,52
30032407,1,225.9,2,201608,2,7.529,45
30032457,1,233.8,7,201607,2,33.394,80
30032457,2,233.8,7,201607,2,16.613,50
30032457,3,233.8,7,201607,2,60.312,105
30032462,1,205.2,3,201608,2,3.68,13
30032462,2,205.2,3,201608,2,27.562,74
30032466,1,278.5,1,201606,2,40.778000000000006,69
30032473,1,223.6,5,201609,2,38.025999999999996,80
30032473,3,223.6,5,201609,2,59.829,85
30032500,2,246.5,6,201606,1,3.0,55
30032500,2,246.5,6,201606,2,6.183,20
30032533,1,237.8,6,201607,2,24.387,95
30032617,1,273.4,1,201607,1,0.456,28
30032617,1,273.4,1,201607,2,12.635,73
30032632,1,235.7,6,201609,1,3.662,150
30032632,2,235.7,6,201609,1,2.072,50
30032672,1,222.2,3,201609,2,27.022,130
30032672,2,222.2,3,201609,1,1.098,20
30032672,2,222.2,3,201609,2,231.16,330
30032677,1,208.5,3,201609,2,1.15,7
30032677,1,208.5,3,201609,10,1.168,4
30032736,1,236.4,1,201607,1,0.361,24
30032736,1,236.4,1,201607,4,3.221,25
30032773,2,269.9,4,201609,1,1.0,22
30032773,2,269.9,4,201609,2,13.52,35
30032782,1,259.6,4,201608,2,30.173,115
30032838,1,272.4,5,201605,1,0.073,1
30032838,1,272.4,5,201605,2,8.206,43
30032888,1,271.6,4,201609,2,38.959,131
30032910,1,243.6,3,201607,1,0.83,60
30032910,1,243.6,3,201607,10,45.699,235
30032917,1,266.0,3,201609,3,6.4830000000000005,41
30032917,2,266.0,3,201609,2,12.433,49
30032926,1,273.4,4,201607,2,32.381,120
30032926,2,273.4,4,201607,2,32.381,120
30032935,1,207.6,4,201608,2,65.65,60
30032935,2,207.6,4,201608,2,5.4830000000000005,30
30032992,1,265.6,7,201609,2,218.164,241
30033008,1,211.8,2,201608,2,4.275,20
30033008,2,211.8,2,201608,2,4.275,20
30033075,1,212.7,2,201611,2,57.445,110
30033114,1,218.0,7,201607,2,10.143,34
30033138,1,226.9,6,201605,1,1.346,55
30033138,1,226.9,6,201605,2,41.613,90
30033178,1,236.0,4,201610,2,5.178,10
30033178,2,236.0,4,201610,2,11.008,21
30033249,1,203.8,5,201608,2,22.939999999999998,85
30033280,1,263.7,7,201608,2,22.28,50
30033280,2,263.7,7,201608,2,90.212,87
30033308,1,274.0,4,201610,2,14.439,68
30033308,2,274.0,4,201610,2,14.439,68
30033347,1,278.7,6,201607,2,46.603,105
30033347,2,278.7,6,201607,2,2.464,10
30033353,1,235.6,6,201610,4,6.932,49
30033364,1,241.3,5,201610,2,4.379,24
30033405,1,246.5,7,201606,1,1.3,25
30033405,1,246.5,7,201606,10,0.262,10
30033405,2,246.5,7,201606,3,0.78,15
30033405,2,246.5,7,201606,10,0.262,4
30033405,3,246.5,7,201606,1,1.04,20
30033405,4,246.5,7,201606,2,162.699,225
30033417,1,266.0,3,201609,1,0.646,24
30033417,1,266.0,3,201609,4,0.767,24
30033418,1,236.6,4,201606,2,11.403,35
30033432,1,228.3,4,201608,5,2.994,60
30033432,2,228.3,4,201608,4,9.076,80
30033434,1,220.3,6,201606,2,268.464,270
30033474,1,228.1,4,201609,2,73.633,207
30033477,1,235.7,6,201609,2,43.035,115
30033477,2,235.7,6,201609,1,1.445,40
30033477,2,235.7,6,201609,2,30.853,85
30033513,1,274.3,7,201610,1,1.078,35
30033513,1,274.3,7,201610,3,33.958999999999996,380
30033536,1,265.6,5,201609,2,3.9160000000000004,20
30033536,2,265.6,5,201609,2,51.096000000000004,90
30033538,1,211.8,2,201608,2,8.231,25
30033538,2,211.8,2,201608,2,4.718,10
30033569,1,211.3,5,201609,2,28.262,79
30033571,1,210.8,1,201611,2,32.357,80
30033571,2,210.8,1,201611,2,32.357,90
30033585,1,205.4,3,201608,2,9.125,26
30033585,2,205.4,3,201608,2,13.758000000000001,40
30033617,1,236.4,5,201607,2,8.732,68
30033630,1,234.2,4,201609,1,3.681,90
30033642,1,263.7,6,201608,1,0.519,25
30033642,1,263.7,6,201608,2,6.871,75
30033659,1,266.0,3,201609,1,0.46599999999999997,22
30033698,1,278.7,7,201607,2,27.567,55
30033698,2,278.7,7,201607,2,54.301,105
30033734,1,218.0,4,201607,2,36.797,56
30033734,2,218.0,4,201607,2,36.799,56
30033786,1,225.8,6,201701,2,53.739999999999995,140
30033786,2,225.8,6,201701,2,18.805999999999997,35
30033796,1,265.6,5,201609,1,1.29,45
30033796,1,265.6,5,201609,2,4.704000000000001,20
30033803,1,274.4,2,201610,1,3.0,90
30033803,1,274.4,2,201610,2,21.685000000000002,66
30033803,2,274.4,2,201610,1,3.111,95
30033803,2,274.4,2,201610,2,21.685000000000002,66
30033823,1,240.8,3,201606,2,168.68499999999997,175
30033823,2,240.8,3,201606,2,76.635,210
30033827,1,222.2,3,201609,2,30.389000000000003,45
30033827,2,222.2,3,201609,2,22.35,60
30033877,1,271.7,7,201609,1,0.382,4
30033877,2,271.7,7,201609,3,6.661,48
30033882,1,218.0,6,201607,2,33.095,60
30033899,1,223.0,6,201607,1,0.14,2
30033899,1,223.0,6,201607,2,32.647999999999996,75
30033899,2,223.0,6,201607,1,0.28,4
30033899,2,223.0,6,201607,2,1.553,15
30033905,1,215.3,2,201610,2,34.278999999999996,93
30033905,2,215.3,2,201610,2,8.725999999999999,35
30033919,1,245.8,5,201611,2,26.663,30
30033919,2,245.8,5,201611,2,27.255,65
30033975,1,270.1,7,201605,2,5.128,35
30033975,2,270.1,7,201605,2,8.682,41
30034006,1,209.4,3,201605,2,17.107,75
30034006,2,209.4,3,201605,2,4.476,24
30034013,1,282.6,5,201607,2,31.65,54
30034016,1,220.8,4,201608,2,43.966,101
30034034,1,226.9,6,201605,2,2.2849999999999997,15
30034034,2,226.9,6,201605,2,10.658,20
30034059,1,207.9,6,201609,2,31.837,95
30034059,2,207.9,6,201609,2,11.461,25
30034084,1,276.3,4,201611,1,1.631,30
30034084,1,276.3,4,201611,2,8.135,40
30034084,1,276.3,4,201611,4,6.078,56
30034084,2,276.3,4,201611,2,44.946999999999996,114
30034102,1,263.7,1,201608,1,2.004,45
30034102,1,263.7,1,201608,2,11.483,48
30034134,1,205.2,6,201608,2,42.1,135
30034134,2,205.2,6,201608,2,8.881,35
30034154,1,211.3,3,201609,2,12.429,38
30034187,1,242.6,6,201606,2,163.704,150
30034204,1,207.9,2,201609,1,1.0,30
30034204,1,207.9,2,201609,2,23.72,75
30034267,1,269.9,7,201609,1,1.056,20
30034267,1,269.9,7,201609,2,0.937,10
30034317,1,276.3,2,201610,2,10.398,40
30034317,2,276.3,2,201610,2,22.642,80
30034324,2,265.6,6,201609,2,12.128,41
30034393,1,239.5,7,201610,1,1.0,51
30034393,1,239.5,7,201610,2,41.809,98
30034431,1,228.3,7,201608,2,5.294,19
30034431,2,228.3,7,201608,1,2.877,60
30034431,2,228.3,7,201608,2,6.308,26
30034446,1,259.6,5,201608,1,0.232,5
30034446,1,259.6,5,201608,2,39.510999999999996,110
30034446,2,259.6,5,201608,1,0.232,5
30034446,2,259.6,5,201608,2,32.047,88
30034505,1,211.5,5,201607,2,134.626,190
30034505,2,211.5,5,201607,2,137.534,220
30034512,1,274.3,7,201610,2,67.012,145
30034512,2,274.3,7,201610,2,33.852000000000004,90
30034541,1,230.5,2,201608,1,0.366,6
30034541,1,230.5,2,201608,2,18.892000000000003,60
30034541,2,230.5,2,201608,5,8.204,45
30034555,1,215.3,3,201611,2,16.604,64
30034555,2,215.3,3,201611,1,0.1,5
30034555,2,215.3,3,201611,2,25.975,92
30034606,1,209.4,2,201605,1,0.704,30
30034606,1,209.4,2,201605,2,70.051,100
30034606,2,209.4,2,201605,1,0.704,30
30034606,2,209.4,2,201605,2,54.021,85
30034633,1,212.0,3,201610,1,1.9140000000000001,60
30034633,1,212.0,3,201610,2,23.736,59
30034633,3,212.0,3,201610,4,13.802,45
30034633,3,212.0,3,201610,10,3.9000000000000004,30
30034649,1,266.0,5,201609,2,34.658,75
30034649,2,266.0,5,201609,2,27.914,75
30034653,1,283.2,1,201607,2,32.379,118
30034670,1,215.2,2,201610,2,54.830999999999996,194
30034684,1,266.0,6,201609,2,34.444,124
30034698,1,263.5,7,201608,2,45.855,165
30034698,2,263.5,7,201608,2,43.342999999999996,150
30034748,1,263.5,7,201608,2,96.422,240
30034752,1,209.9,2,201605,2,12.665,23
30034752,2,209.9,2,201605,2,12.665,31
30034763,1,263.5,7,201608,2,52.827,134
30034785,1,224.4,2,201609,1,11.172,250
30034785,1,224.4,2,201609,2,14.661,45
30034787,1,247.6,2,201606,2,25.058,89
30034787,2,247.6,2,201606,2,32.624,110
30034803,1,212.7,5,201611,2,17.472,55
30034814,1,273.8,6,201606,2,55.718,130
30034820,1,243.6,5,201607,2,37.694,98
30034831,1,238.9,5,201607,1,0.456,45
30034845,1,218.1,4,201604,2,50.521,130
30034907,1,266.3,1,201605,2,72.348,135
30034907,2,266.3,1,201605,2,42.101,90
30034922,1,273.4,4,201607,2,23.096,40
30034922,2,273.4,4,201607,2,7.56,30
30034929,1,276.3,6,201611,2,8.015,55
30034970,1,228.3,6,201608,2,35.891,105
30035017,1,230.5,5,201607,2,64.883,151
30035069,1,266.0,3,201609,2,28.872,45
30035069,2,266.0,3,201609,1,0.216,20
30035069,2,266.0,3,201609,2,25.488,75
30035072,1,244.3,5,201606,2,18.667,89
30035081,1,236.4,4,201607,2,54.614999999999995,110
30035082,1,271.7,5,201609,1,2.0,40
30035082,1,271.7,5,201609,2,11.152,50
30035091,1,218.4,3,201608,2,13.527000000000001,45
30035091,2,218.4,3,201608,2,38.903999999999996,85
30035098,2,220.2,3,201605,2,57.611999999999995,99
30035098,3,220.2,3,201605,2,59.71,105
30035157,1,211.8,5,201609,2,32.708,116
30035157,2,211.8,5,201609,2,41.709,91
30035157,3,211.8,5,201609,2,10.751000000000001,27
30035171,1,245.8,2,201606,2,24.795,60
30035171,2,245.8,2,201606,2,4.429,30
30035175,1,229.7,3,201607,2,25.512999999999998,40
30035176,1,272.4,4,201605,2,43.456999999999994,150
30035176,2,272.4,4,201605,2,7.493,30
30035184,1,276.3,2,201606,2,48.608999999999995,85
