age,home_ownership,income,vote20turnoutjb,particip_count,meeting,moneyorg,protest,online,persuade,button,loans2,diversity7,experts,compro1,compro2,pcorrect,expavoid,callout_social,callout_person,fttrump1,ftbiden1,ftobama1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1
48,2,14,1,3,0,0,0,1,1,0,77,4,1,2,5,4,2,2,2,100,0,0,100,0,0,80,0,99,50,50
74,2,10,1,1,0,0,0,0,0,0,2,1,5,1,2,8,2,2,1,0,75,90,0,50,100,10,90,10,0,90
78,2,9,1,0,0,0,0,0,0,0,77,4,1,1,3,4,1,2,2,100,0,0,100,2,0,100,0,100,100,80
68,2,6,1,1,0,0,0,0,1,0,77,7,4,1,2,3,1,2,2,80,3,5,90,45,2,39,28,90,90,98
25,2,3,1,3,1,0,1,0,0,1,77,4,1,1,3,1,1,2,1,0,100,100,50,70,30,15,25,40,20,50
62,2,16,1,0,0,0,0,0,0,0,77,4,3,1,3,2,2,2,2,16,90,100,45,40,35,30,32,31,31,95
81,2,6,1,0,0,0,0,0,0,0,77,3,3,1,3,2,2,2,2,15,50,80,75,50,50,50,50,50,50,80
58,2,21,1,2,0,1,0,1,0,0,4,2,1,1,1,8,1,2,2,0,100,100,0,100,100,0,100,0,0,100
63,2,5,1,0,0,0,0,0,0,0,77,1,3,1,3,2,2,2,2,0,85,100,15,70,85,30,70,60,40,100
37,2,16,0,0,0,0,0,0,0,0,3,3,3,1,4,8,1,1,2,60,50,50,50,50,50,50,50,50,50,50
20,1,21,1,1,0,0,0,0,1,0,2,1,5,1,2,8,2,2,2,40,50,90,30,75,55,70,90,50,50,100
24,1,2,1,3,1,1,0,0,0,0,3,2,2,2,2,8,2,2,2,0,85,100,0,25,70,38,28,76,56,55
33,2,17,1,0,0,0,0,0,0,0,77,3,4,2,3,3,2,2,1,30,70,80,50,50,60,50,60,50,60,60
39,2,22,1,0,0,0,0,0,0,0,2,5,2,1,2,8,2,2,1,100,0,0,100,0,0,0,0,0,0,0
56,1,8,1,3,0,0,0,0,1,1,77,1,5,1,2,2,1,2,1,0,80,89,0,75,90,15,80,2,0,99
75,2,13,1,2,0,1,0,0,1,0,6,3,4,1,3,8,1,2,1,15,90,95,10,60,95,5,65,20,45,90
83,2,21,1,2,0,0,0,0,0,0,7,7,3,2,5,8,1,2,1,99,0,0,90,0,0,75,0,80,90,0
36,2,14,1,0,0,0,0,0,0,0,77,4,4,1,2,3,2,2,2,85,50,85,85,75,50,60,50,60,60,60
60,1,6,1,2,0,1,0,0,0,0,3,1,5,1,2,8,2,2,1,0,100,100,0,80,80,25,60,40,0,100
41,2,25,1,1,0,0,0,1,0,0,77,2,2,1,2,4,2,2,2,60,15,15,85,50,0,50,50,50,50,85
50,2,8,1,1,0,0,0,0,0,0,4,6,3,1,3,8,2,1,1,70,25,35,35,40,0,25,15,20,25,45
68,2,6,1,0,0,0,0,0,0,0,77,4,4,2,3,2,2,2,2,90,0,0,100,10,0,75,0,80,100,100
60,1,14,1,0,0,0,0,0,0,0,7,7,3,2,3,8,2,2,2,100,0,0,100,0,0,0,0,100,50,80
29,1,6,1,1,0,0,0,1,0,0,77,4,4,1,1,4,1,2,2,1,50,75,50,45,35,40,70,50,50,65
44,2,26,1,0,0,0,0,0,0,0,7,3,3,1,2,8,1,2,2,100,0,0,100,0,0,100,0,90,100,90
70,2,8,1,0,0,0,0,0,0,0,77,4,3,1,3,4,2,2,2,100,0,0,99,0,0,50,0,60,80,90
57,2,23,1,1,0,0,0,1,0,0,77,6,3,1,3,4,2,2,2,85,10,30,85,50,0,50,0,0,70,70
69,1,4,1,0,0,0,0,0,0,0,4,4,1,2,4,8,2,2,2,100,0,0,100,0,0,90,0,90,95,95
30,2,3,1,2,0,0,0,1,0,0,1,4,2,2,3,8,2,1,2,100,10,0,60,0,0,60,0,70,50,90
40,2,11,1,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,95,50,50,30,25,50,50,25,25,30,30
29,2,20,1,1,0,0,0,0,0,0,7,1,1,2,5,8,2,1,2,80,90,90,80,80,80,80,80,80,80,85
44,2,7,1,0,0,0,0,0,0,0,6,5,3,1,3,8,2,2,2,0,100,100,30,50,80,50,50,50,0,70
24,2,12,1,2,1,1,0,0,0,0,3,3,4,1,3,8,1,2,2,60,70,60,40,40,50,50,30,30,30,40
60,1,4,1,2,0,0,0,0,0,0,77,5,2,1,1,2,1,2,2,15,35,45,65,35,45,35,15,25,40,60
32,2,26,1,3,1,0,0,1,0,1,77,1,1,1,5,1,1,2,1,100,0,70,80,40,40,90,70,80,70,40
69,2,22,1,3,0,0,0,1,1,0,77,5,4,1,2,4,2,2,2,80,1,1,75,2,0,65,0,60,70,65
33,2,17,1,0,0,0,0,0,0,0,4,4,3,2,4,8,2,2,2,85,2,2,85,50,0,50,0,50,50,50
47,2,10,1,0,0,0,0,0,0,0,3,3,4,1,3,8,2,2,2,1,70,80,5,50,70,50,60,50,50,60
26,2,1,1,3,0,1,0,1,0,1,4,4,5,2,3,8,2,1,2,0,85,85,60,60,60,50,50,50,50,50
29,2,23,1,2,0,1,0,1,0,0,1,1,1,2,2,8,1,1,1,15,25,86,0,76,25,15,80,30,67,99
45,3,2,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,2,50,50,51,50,50,50,50,50,50,50,51
66,2,16,1,1,0,0,0,1,0,0,77,6,2,1,3,2,1,2,1,1,95,85,60,60,80,60,50,50,50,50
45,2,1,0,0,0,0,0,0,0,0,77,4,3,1,2,4,2,2,2,50,5,25,90,0,0,0,0,0,0,100
33,2,11,1,3,0,0,1,1,0,0,77,1,1,1,5,1,1,1,1,85,65,75,85,65,45,65,35,36,65,45
68,2,6,1,6,0,1,0,1,1,1,77,1,3,1,3,3,1,1,1,0,60,80,10,70,65,5,85,10,0,90
62,2,18,1,4,0,1,0,0,0,1,4,2,4,1,3,8,2,2,1,0,85,92,0,65,80,10,40,25,0,90
88,2,2,1,3,0,0,0,1,1,0,5,5,4,1,3,8,2,1,1,0,75,85,0,80,85,65,75,65,60,95
39,1,4,1,3,0,0,1,1,0,0,1,1,5,2,2,8,1,2,1,0,50,80,0,90,80,0,90,0,0,90
24,2,10,1,3,1,0,0,1,0,0,77,6,3,2,1,1,1,1,1,98,0,0,97,80,0,70,0,0,0,30
39,2,16,1,3,0,1,0,1,0,0,77,1,4,1,2,2,2,2,1,0,85,95,0,95,90,0,80,0,0,100
62,2,26,1,7,1,1,0,1,1,1,5,2,5,1,2,8,2,2,2,0,75,75,0,40,75,30,60,30,50,100
49,1,19,0,1,0,1,0,0,0,0,77,1,3,2,3,2,2,2,1,0,0,25,0,0,0,0,0,25,0,0
46,2,19,0,0,0,0,0,0,0,0,5,4,3,2,2,8,2,2,2,40,50,60,50,0,0,0,0,0,0,60
48,2,3,1,2,0,0,0,1,1,0,2,1,4,1,3,8,2,2,1,0,80,90,0,80,85,10,95,30,30,95
37,2,7,1,0,0,0,0,0,0,0,77,1,3,2,5,4,2,2,1,100,0,0,100,50,0,0,0,0,0,100
71,1,5,1,1,0,0,0,0,1,0,77,3,4,1,3,2,1,2,2,0,78,87,2,77,98,5,85,3,0,98
31,2,16,1,0,0,0,0,0,0,0,1,1,3,1,3,8,2,2,2,10,25,50,0,75,40,20,50,20,10,40
52,2,23,1,0,0,0,0,0,0,0,7,4,3,2,4,8,2,2,2,100,0,0,100,0,0,100,0,100,100,100
65,2,16,1,0,0,0,0,0,0,0,77,4,3,2,4,3,1,2,2,40,40,100,100,50,0,100,0,100,0,100
27,1,11,1,3,1,1,1,0,0,0,77,2,2,1,4,3,2,1,2,50,70,78,87,90,0,50,70,70,67,65
46,1,10,1,0,0,0,0,0,0,0,4,5,3,1,2,8,2,2,2,40,5,15,50,0,0,11,0,2,2,66
41,2,15,1,0,0,0,0,0,0,0,77,6,2,2,4,4,2,2,2,60,0,0,60,50,0,0,0,0,50,50
43,1,21,1,0,0,0,0,0,0,0,77,1,4,2,3,3,2,2,2,0,75,85,15,70,77,35,65,40,0,70
34,2,22,1,6,1,1,1,1,1,0,1,1,1,1,5,8,1,1,1,88,87,78,88,89,87,88,84,85,86,85
67,2,17,1,0,0,0,0,0,0,0,77,1,4,1,2,3,1,2,1,0,75,85,10,5,45,0,0,75,35,100
39,2,22,1,0,0,0,0,0,0,0,1,1,5,1,1,8,1,2,1,0,95,100,0,95,100,0,100,0,0,100
35,2,25,1,1,0,0,1,0,0,0,4,4,4,2,4,8,1,2,1,55,44,66,45,22,11,11,1,1,2,56
47,2,12,1,0,0,0,0,0,0,0,1,1,5,1,3,8,2,2,2,0,70,90,20,20,70,20,20,20,20,50
46,1,6,1,0,0,0,0,0,0,0,1,7,3,1,3,8,2,2,2,0,100,100,0,40,100,50,50,50,50,90
46,1,7,1,0,0,0,0,0,0,0,77,2,3,1,2,3,2,2,2,0,75,99,1,50,0,0,1,8,7,100
60,2,7,1,1,0,0,0,1,0,0,77,4,1,1,3,4,1,2,1,100,0,0,100,5,0,80,0,80,80,20
67,2,11,1,0,0,0,0,0,0,0,7,4,3,1,2,8,2,2,2,85,20,50,85,10,0,70,0,80,10,60
19,3,6,1,3,0,0,0,1,1,0,77,1,3,2,4,1,2,2,2,0,0,85,0,60,50,0,100,50,50,65
65,2,24,1,2,0,0,0,1,0,0,77,3,3,1,3,2,2,1,2,85,65,60,85,70,45,55,30,65,75,75
64,1,5,0,0,0,0,0,0,0,0,4,4,3,2,2,8,2,2,2,0,80,80,0,75,80,30,79,30,40,86
38,3,16,1,0,0,0,0,0,0,0,77,1,4,1,4,2,2,1,1,0,50,100,50,100,100,50,80,50,80,100
63,2,9,1,2,0,0,0,1,0,0,1,1,5,1,2,8,1,2,1,0,80,85,5,60,95,10,50,40,2,100
63,2,22,1,0,0,0,0,0,0,0,77,4,2,1,2,3,2,2,2,90,0,0,95,0,0,80,0,85,90,70
31,2,24,1,1,0,0,0,1,0,0,77,2,3,1,4,1,2,2,2,40,70,90,100,35,10,68,25,25,65,65
32,1,5,1,4,0,1,0,1,1,0,2,1,3,1,5,8,1,2,1,10,30,30,30,30,0,0,30,0,0,0
61,2,20,1,6,1,1,0,1,1,1,6,4,5,1,3,8,2,2,1,0,95,95,10,70,95,20,60,10,0,95
57,1,5,0,0,0,0,0,0,0,0,7,5,3,2,4,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0
60,2,5,1,3,1,0,0,1,1,0,5,2,3,1,3,8,1,1,1,0,70,75,0,50,60,69,60,65,50,70
56,2,22,1,3,0,0,0,1,1,1,2,2,3,1,3,8,1,2,1,10,70,90,0,50,70,80,80,50,20,50
59,2,24,1,0,0,0,0,0,0,0,6,6,5,2,3,8,2,2,2,15,90,90,20,25,45,40,35,10,15,80
61,2,21,1,0,0,0,0,0,0,0,77,2,3,1,3,2,2,2,2,50,75,85,50,50,50,50,50,50,50,50
56,1,4,1,0,0,0,0,0,0,0,2,5,4,1,2,8,2,2,2,8,94,97,65,78,84,70,69,60,76,79
39,2,13,1,1,0,0,0,0,0,0,77,4,4,1,1,4,1,2,2,40,50,60,30,0,30,30,20,50,40,50
52,2,8,1,0,0,0,0,0,0,0,77,1,1,2,5,4,2,2,2,0,75,100,0,75,100,0,50,20,25,100
22,2,19,1,1,0,0,0,0,1,0,77,1,3,2,4,2,2,2,2,0,35,90,40,65,60,30,80,50,50,85
58,2,7,1,3,0,0,0,1,0,1,77,6,1,1,4,1,2,1,1,99,1,1,99,1,0,90,0,85,99,99
64,2,11,1,0,0,0,0,0,0,0,77,2,2,1,2,4,1,2,2,30,20,30,40,40,50,50,50,50,40,90
19,2,25,0,1,0,0,0,0,0,0,77,2,5,2,5,4,1,1,1,5,25,77,50,100,30,30,10,50,50,75
69,2,9,1,0,0,0,0,0,0,0,4,2,3,1,3,8,2,2,2,85,0,0,100,50,0,60,0,0,70,0
66,2,21,1,0,0,0,0,0,0,0,77,5,4,2,2,4,1,2,2,95,5,1,90,5,0,70,0,90,85,90
24,1,8,1,0,0,0,0,0,0,0,3,4,1,1,4,8,2,2,2,99,44,44,88,99,77,78,88,56,88,77
49,2,16,1,0,0,0,0,0,0,0,6,6,4,2,3,8,1,1,2,100,0,0,100,0,0,0,2,2,2,100
33,2,14,0,2,1,0,0,1,0,0,3,2,2,1,2,8,1,1,1,0,80,100,0,0,0,0,0,0,0,0
60,1,3,1,0,0,0,0,0,0,0,77,2,3,1,2,2,2,2,1,0,90,0,75,0,0,0,0,0,0,75
41,2,20,0,0,0,0,0,0,0,0,7,4,4,2,4,8,2,2,2,80,50,50,50,50,30,50,50,50,60,50
39,1,7,1,4,0,0,0,1,1,1,77,1,4,1,2,4,1,1,1,85,0,2,95,2,1,75,0,99,75,100
20,2,6,1,3,1,0,1,0,1,0,2,1,1,1,5,8,1,2,1,50,100,100,30,60,0,70,100,85,0,100
60,2,12,1,1,0,1,0,0,0,0,77,4,3,2,4,3,1,2,2,90,1,2,99,50,1,90,1,85,99,30
52,1,22,1,1,0,0,0,0,0,0,7,7,1,2,2,8,2,2,1,100,0,0,100,1,0,100,0,100,98,100
62,2,7,1,0,0,0,0,0,0,0,77,5,1,2,4,4,2,2,2,75,10,10,80,50,0,10,0,50,50,75
77,2,7,1,2,0,1,0,0,0,0,77,1,3,1,2,1,2,2,1,0,85,99,5,80,95,60,79,45,3,80
27,2,5,1,2,0,0,0,0,1,1,2,4,3,1,3,8,2,2,2,15,85,100,15,10,60,15,20,0,10,60
57,1,16,1,0,0,0,0,0,0,0,1,3,3,1,3,8,1,2,2,0,40,95,0,40,95,50,50,50,20,85
71,2,18,1,0,0,0,0,0,0,0,77,4,3,1,2,4,2,2,1,95,0,0,92,0,0,30,0,88,85,70
31,1,22,1,3,1,0,0,1,0,0,77,1,1,1,5,4,1,1,1,100,0,0,30,20,30,50,20,50,50,50
21,3,5,1,0,0,0,0,0,0,0,77,1,4,1,3,1,2,2,1,0,30,50,50,50,50,50,50,50,50,50
39,2,20,1,0,0,0,0,0,0,0,1,2,2,1,4,8,2,2,2,15,90,100,59,79,90,50,90,40,50,75
31,2,11,1,0,0,0,0,0,0,0,2,2,4,2,3,8,1,2,2,0,30,90,20,50,40,60,20,50,50,70
20,2,17,1,1,0,0,0,0,1,0,5,1,2,2,3,8,1,1,1,15,50,75,0,25,35,10,15,0,25,15
43,1,15,1,1,0,0,0,0,0,0,77,3,5,2,4,4,1,2,2,0,90,100,5,50,75,65,20,25,75,100
44,2,15,1,2,0,0,0,1,0,0,4,4,4,2,3,8,2,2,2,20,70,95,80,50,40,40,50,60,70,100
52,2,2,1,4,0,0,0,1,1,1,6,2,3,1,2,8,2,1,1,85,2,2,75,2,0,7,0,5,4,45
68,2,21,1,0,0,0,0,0,0,0,77,4,4,1,3,2,1,2,1,0,60,75,1,50,60,50,50,50,40,50
52,1,6,0,0,0,0,0,0,0,0,4,5,4,2,5,8,2,2,2,0,30,70,50,50,30,60,50,50,50,50
45,2,2,1,0,0,0,0,0,0,0,4,4,3,2,2,8,2,2,2,0,75,75,0,25,15,15,0,45,15,10
19,1,3,1,1,0,0,1,0,0,0,4,4,3,1,2,8,1,2,2,56,66,100,12,12,12,12,12,78,99,0
57,1,8,1,0,0,0,0,0,0,0,4,4,3,2,4,8,2,2,1,100,0,0,10,0,0,0,0,0,0,45
51,2,21,1,0,0,0,0,0,0,0,3,2,3,1,2,8,2,2,1,0,90,90,0,50,45,20,0,0,50,85
39,2,22,1,2,0,0,0,1,0,0,77,4,4,1,3,2,2,2,1,20,80,80,30,50,50,50,50,70,50,80
35,2,21,0,7,1,1,0,1,1,1,77,2,5,2,3,2,2,1,1,90,40,80,45,75,59,49,67,66,54,70
64,2,9,1,6,0,1,0,1,1,1,7,3,1,2,3,8,1,2,1,100,0,0,100,20,0,70,0,80,80,10
37,2,16,1,5,0,1,0,1,1,0,77,1,5,1,2,3,1,1,1,0,95,100,0,95,100,0,100,0,0,100
61,2,6,1,0,0,0,0,0,0,0,7,1,3,2,4,8,1,2,1,55,50,55,55,45,20,45,35,55,75,70
51,2,21,1,2,0,0,0,1,1,0,77,6,4,2,3,4,2,2,1,85,30,30,50,30,40,30,10,0,40,75
60,2,1,1,0,0,0,0,0,0,0,77,4,3,2,2,2,2,2,2,50,100,100,50,50,50,50,50,50,50,50
28,2,13,1,2,0,0,0,1,0,0,77,2,2,1,3,2,2,2,2,60,50,70,50,50,50,60,50,50,50,60
52,2,20,1,0,0,0,0,0,0,0,7,4,4,2,3,8,2,2,2,65,10,35,75,0,0,0,0,0,65,75
70,2,4,1,2,0,0,0,0,1,0,77,1,5,1,2,1,1,2,1,0,80,100,0,90,100,10,50,10,0,90
67,2,21,1,0,0,0,0,0,0,0,7,2,4,1,2,8,2,2,1,30,60,60,70,50,60,50,50,50,50,70
71,2,8,1,0,0,0,0,0,0,0,77,2,3,2,4,1,1,2,2,0,25,50,0,50,40,0,40,10,10,75
35,1,19,0,0,0,0,0,0,0,0,77,7,5,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
55,1,20,1,0,0,0,0,0,0,0,4,1,3,1,3,8,1,1,1,5,80,100,40,60,90,5,90,5,5,80
34,1,11,1,0,0,0,0,0,0,0,1,1,5,1,3,8,2,2,2,0,40,50,0,50,50,0,80,0,0,80
34,1,5,1,0,0,0,0,0,0,0,77,4,4,1,3,2,2,2,1,40,30,60,30,40,30,30,30,30,20,50
33,1,2,1,0,0,0,0,0,0,0,1,5,2,2,9,8,2,1,1,30,50,70,30,50,40,40,50,50,50,50
55,2,9,1,6,0,1,0,1,1,1,77,1,5,2,3,1,2,1,1,0,75,100,0,90,100,0,100,0,0,85
42,1,4,1,5,0,1,0,1,1,0,1,4,2,1,3,8,2,1,1,0,75,99,0,72,50,0,100,42,0,88
32,2,21,1,5,1,0,0,1,1,1,4,1,1,1,5,8,1,1,1,80,75,70,65,60,40,40,40,60,65,55
49,2,26,1,2,0,0,0,1,0,0,7,4,1,2,3,8,2,2,2,90,2,10,85,25,1,60,0,40,70,10
35,1,2,0,0,0,0,0,0,0,0,2,4,5,1,2,8,2,2,2,0,30,65,0,50,50,50,50,50,50,90
33,2,22,1,3,1,0,1,0,1,0,1,1,1,1,5,8,1,1,1,100,100,100,100,100,100,100,100,100,100,100
48,2,21,1,2,0,0,0,1,0,0,7,4,5,2,4,8,1,2,2,10,20,60,10,20,20,40,0,2,20,99
63,1,3,1,7,1,1,1,0,1,1,1,1,4,1,2,8,2,2,1,0,75,100,15,70,100,70,8,90,18,75
51,3,21,1,8,1,1,1,1,1,1,77,1,3,1,3,1,1,1,1,0,75,90,5,50,85,10,70,5,0,95
56,1,3,1,0,0,0,0,0,0,0,77,3,3,1,2,2,1,1,1,20,40,80,0,65,70,15,25,20,0,75
53,3,5,1,0,0,0,0,0,0,0,77,6,3,2,3,4,1,2,2,90,0,40,70,0,0,0,0,0,0,20
53,2,21,1,0,0,0,0,0,0,0,1,1,3,2,4,8,2,2,2,15,90,100,40,60,100,50,90,60,60,40
37,2,22,1,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,0,0,0,50,0,0,0,0,0,0,0
39,2,10,1,2,0,0,0,1,0,0,4,4,2,2,3,8,2,1,1,70,80,95,80,60,50,80,50,50,50,70
54,2,21,0,0,0,0,0,0,0,0,3,4,3,2,3,8,2,2,2,80,0,0,0,0,9,0,0,0,0,0
33,1,4,1,1,0,0,0,0,0,0,77,1,4,2,3,2,2,2,2,40,45,50,45,50,30,20,25,30,15,10
32,2,22,1,5,0,1,0,1,1,0,3,1,4,2,4,8,2,1,1,0,45,65,0,50,70,20,85,20,25,95
75,1,3,1,2,0,0,0,1,0,0,7,1,3,2,5,8,2,1,1,0,100,100,20,0,50,0,0,0,60,80
50,1,5,1,2,0,0,0,1,0,0,77,5,2,1,3,2,1,1,1,0,90,100,0,70,100,50,50,70,60,80
74,2,23,1,0,0,0,0,0,0,0,77,1,5,1,2,2,2,2,1,15,35,55,25,10,60,23,10,15,1,75
81,2,16,1,1,0,0,0,0,0,0,3,3,4,2,3,8,1,2,2,15,60,60,25,40,55,45,30,60,40,70
29,1,10,1,1,0,0,0,0,0,0,77,2,4,2,5,2,2,1,1,0,60,75,0,80,80,15,90,50,50,90
23,3,11,1,2,0,0,0,0,1,0,77,2,4,1,4,2,1,2,2,0,10,80,0,70,50,50,70,0,50,50
54,2,7,1,1,0,0,0,0,0,0,7,4,3,2,2,8,2,2,1,70,30,40,45,40,10,20,10,50,60,35
34,2,26,1,4,1,0,1,0,1,1,1,1,1,1,5,8,1,1,1,99,75,95,70,80,90,75,60,55,75,55
27,2,15,1,4,0,1,0,1,1,1,77,3,4,2,3,4,1,2,1,20,65,78,12,50,80,50,60,60,75,89
58,2,21,1,4,0,0,1,1,1,0,77,4,5,2,3,1,1,2,1,0,75,95,1,80,80,1,60,0,0,95
34,2,21,1,5,1,0,1,0,1,1,77,1,2,1,3,3,1,1,1,50,40,60,5,5,10,20,20,6,9,5
18,3,2,1,1,1,0,0,0,0,0,7,6,9,2,3,8,2,2,1,1,5,4,1,2,3,4,5,6,7,8
59,2,4,1,0,0,0,0,0,0,0,77,6,4,2,3,2,2,2,2,100,25,0,0,0,0,0,0,0,0,0
30,1,12,1,1,0,1,0,0,0,0,4,4,2,1,3,8,1,2,2,10,80,50,10,20,30,30,10,20,10,30
41,1,13,1,0,0,0,0,0,0,0,7,1,3,1,3,8,1,1,1,50,45,50,55,50,0,55,45,50,60,100
69,1,10,1,2,0,1,0,1,0,0,4,7,3,2,3,8,1,2,2,98,10,10,90,10,0,80,0,40,75,40
36,2,16,1,3,1,0,1,0,1,0,77,1,1,1,4,1,1,1,1,100,90,90,90,90,90,90,90,90,90,90
44,2,11,1,2,0,0,0,1,0,1,4,2,2,1,3,8,1,2,2,55,80,75,55,45,55,55,55,55,55,55
42,2,22,1,1,0,1,0,0,0,0,4,5,3,1,3,8,1,1,1,70,70,90,70,80,80,70,70,90,80,90
51,1,5,1,3,0,0,0,1,0,1,77,1,3,1,4,4,2,2,2,70,0,0,50,20,0,70,0,20,50,25
20,1,5,1,3,0,0,0,1,1,0,77,3,1,1,4,4,2,1,1,25,67,89,27,80,97,56,76,58,66,78
79,2,11,1,0,0,0,0,0,0,0,77,1,5,1,3,2,2,2,2,0,80,97,5,68,80,3,15,6,17,99
32,2,11,1,0,0,0,0,0,0,0,7,6,3,1,2,8,2,2,2,100,0,0,100,50,0,50,0,50,50,0
60,1,1,1,0,0,0,0,0,0,0,4,3,3,2,3,8,2,2,2,50,80,70,0,0,0,0,0,0,0,0
75,2,5,1,0,0,0,0,0,0,0,4,2,4,1,2,8,1,1,2,0,100,100,10,0,50,50,0,0,50,90
20,2,11,1,1,0,0,0,0,0,0,1,5,4,1,1,8,2,2,2,40,50,70,50,60,40,40,50,50,50,100
53,2,14,1,0,0,0,0,0,0,0,77,3,3,1,1,4,2,1,2,100,20,50,90,10,10,40,20,10,50,80
30,2,11,1,6,1,0,0,1,1,1,77,2,3,1,3,2,2,2,2,100,1,1,0,0,0,0,0,0,0,0
48,2,12,1,1,0,0,0,0,0,0,77,5,2,1,3,2,2,2,2,90,15,15,90,40,10,60,10,20,30,70
52,1,9,1,3,1,0,0,1,1,0,7,7,5,2,3,8,1,1,1,0,90,100,0,30,50,0,90,0,0,80
37,2,9,1,4,1,0,0,1,0,0,77,7,2,2,4,4,2,2,1,95,0,0,72,0,0,20,0,10,90,0
34,1,5,1,0,0,0,0,0,0,0,4,4,3,1,3,8,2,2,2,30,54,60,50,44,32,25,65,45,32,15
27,2,5,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,2,0,80,90,0,0,50,0,50,0,0,50
21,2,16,1,1,0,0,0,0,0,0,7,3,3,1,2,8,2,1,1,100,0,40,0,5,0,0,0,0,0,100
58,1,3,1,0,0,0,0,0,0,0,77,5,4,1,3,3,2,2,2,75,85,90,75,75,60,60,55,55,50,75
32,2,9,1,0,0,0,0,0,0,0,2,1,1,2,3,8,2,2,2,0,80,100,0,0,65,0,75,0,0,0
42,2,23,1,5,1,0,1,1,1,0,77,1,1,1,5,1,2,1,1,90,60,60,70,60,60,70,60,80,70,60
29,1,19,1,0,0,0,0,0,0,0,77,4,4,1,3,4,2,2,2,70,15,15,100,10,0,85,10,5,5,5
59,2,3,0,0,0,0,0,0,0,0,4,4,3,1,3,8,2,2,2,50,50,50,50,59,50,50,50,50,50,50
39,2,22,1,3,1,0,0,1,0,0,77,1,1,1,5,1,1,1,2,100,90,90,90,50,90,80,80,80,90,90
55,2,25,1,5,0,0,1,1,1,1,77,1,5,1,3,3,2,2,1,0,80,80,0,50,10,0,0,0,0,60
29,2,11,1,1,0,0,1,0,0,0,5,3,3,1,3,8,1,1,1,20,100,100,50,50,50,50,50,50,50,50
68,2,23,1,0,0,0,0,0,0,0,4,4,1,1,3,8,2,2,2,5,100,100,75,0,100,0,0,0,0,100
27,1,6,1,8,1,1,1,1,1,1,1,1,3,2,3,8,1,1,1,5,6,10,5,12,6,4,95,5,5,55
35,1,10,1,1,1,0,0,0,0,0,2,2,2,1,2,8,1,1,1,50,40,60,60,50,40,30,20,30,30,34
27,2,5,1,1,0,0,0,0,0,0,77,3,4,2,4,2,1,2,2,0,70,80,60,80,80,50,70,50,50,80
61,2,19,1,0,0,0,0,0,0,0,77,3,3,1,2,3,2,2,1,10,70,80,5,25,25,100,5,5,50,65
56,1,2,1,2,0,0,0,0,1,0,4,4,3,2,3,8,2,1,1,100,0,20,0,0,0,0,0,0,0,0
50,2,6,1,0,0,0,0,0,0,0,77,4,5,1,2,4,2,2,2,0,95,100,50,0,70,50,0,0,15,95
67,2,17,1,0,0,0,0,0,0,0,77,3,3,1,3,4,1,2,1,95,10,30,85,10,0,50,0,90,100,80
56,2,19,1,0,0,0,0,0,0,0,5,3,2,2,2,8,1,2,2,97,27,57,100,45,15,77,0,100,65,75
52,2,6,0,1,0,0,0,0,0,0,5,4,2,1,2,8,2,2,1,5,10,80,15,35,45,25,35,25,35,45
50,2,5,1,0,0,0,0,0,0,0,77,4,3,1,3,4,2,2,2,99,0,0,100,2,0,2,0,0,5,72
73,2,13,1,4,0,1,0,0,1,1,77,9,3,1,2,1,2,2,2,0,100,100,0,75,100,60,75,60,75,100
52,2,23,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,1,0,95,95,2,20,100,20,10,25,28,98
36,2,1,1,0,0,0,0,0,0,0,4,4,3,1,3,8,2,2,2,0,75,85,0,10,70,0,15,0,0,0
42,2,5,0,0,0,0,0,0,0,0,4,5,3,2,4,8,2,1,1,50,50,25,50,50,50,50,50,50,50,50
40,2,16,1,1,1,0,0,0,0,0,77,4,2,1,4,1,2,2,2,75,60,80,65,75,70,65,55,70,70,70
44,2,1,1,3,1,0,0,1,0,0,4,3,1,1,3,8,2,2,1,30,20,40,10,50,60,20,10,20,30,10
57,1,9,1,6,1,1,1,1,0,0,77,4,1,2,4,4,1,2,1,100,0,0,5,0,0,2,0,7,8,2
37,2,21,1,3,1,0,1,0,1,0,77,3,1,1,3,3,1,1,2,80,35,65,35,25,65,24,56,32,56,23
44,1,5,0,0,0,0,0,0,0,0,4,4,5,2,4,8,2,2,2,50,0,0,0,0,0,0,0,0,0,0
48,2,11,1,0,0,0,0,0,0,0,77,7,4,1,2,4,2,2,1,100,60,20,100,0,0,0,0,0,0,0
65,2,16,1,1,0,0,0,0,0,0,7,6,5,1,2,8,2,2,1,75,0,0,75,20,0,70,0,70,75,70
33,2,3,1,0,0,0,0,0,0,0,4,1,4,1,3,8,2,2,2,60,50,80,50,60,40,30,50,60,60,70
53,1,1,1,0,0,0,0,0,0,0,1,1,3,1,2,8,2,2,2,0,80,100,0,85,100,0,50,0,0,100
